,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,c_Cloud_3vs9,c_Humidity_3vs9,Location_Humidity3pm,c_Location_Humidity3pm,c_Location_RainToday_Yes,PROB
2089,16.3,25.5,4.2,1.6,7.9,NNE,48.0,NW,ENE,13.0,35.0,81.0,62.0,1019.9,1017.4,6.0,5.0,19.9,23.3,Yes,0.83,0.77,47.95108695652174,1.29,0.223,0.7596899224806202
2090,19.5,26.8,0.0,7.0,4.6,N,52.0,NNE,NE,17.0,26.0,65.0,57.0,1013.5,1006.0,7.0,8.0,23.1,26.3,No,1.14,0.88,47.95108695652174,1.19,0.223,0.5362318840579711
2099,18.6,22.4,0.0,11.0,4.1,S,61.0,S,SSE,22.0,30.0,56.0,84.0,1007.6,1007.5,7.0,7.0,22.1,20.0,No,1.0,1.5,47.95108695652174,1.75,0.223,0.9321739130434783
2100,17.0,20.5,2.8,5.2,2.5,S,46.0,SSW,SSE,20.0,19.0,84.0,82.0,1013.3,1010.1,7.0,7.0,18.9,19.0,Yes,1.0,0.98,47.95108695652174,1.71,0.223,0.640074211502783
2101,16.5,25.0,7.0,2.8,10.7,E,31.0,WSW,ENE,9.0,22.0,77.0,60.0,1009.4,1007.0,6.0,2.0,19.9,22.9,Yes,0.33,0.78,47.95108695652174,1.25,0.223,0.3755274261603376
2103,18.0,34.7,11.8,7.6,9.1,W,70.0,N,E,22.0,28.0,70.0,53.0,1002.1,996.7,7.0,3.0,22.5,28.4,Yes,0.43,0.76,47.95108695652174,1.11,0.223,0.3986013986013986
2105,17.4,22.8,0.0,5.356814357823893,7.0,S,63.0,WSW,SSE,30.0,39.0,42.0,63.0,1002.1,1004.5,3.0,7.0,20.4,19.1,No,2.33,1.5,47.95108695652174,1.31,0.223,0.6691176470588235
2110,18.7,22.9,0.0,8.6,3.7,S,57.0,S,SE,35.0,24.0,76.0,61.0,1018.2,1018.5,7.0,7.0,20.6,22.1,No,1.0,0.8,47.95108695652174,1.27,0.223,0.31208053691275167
2114,19.7,29.2,0.8,10.4,5.9,SSW,52.0,NNE,SSE,9.0,30.0,67.0,86.0,1010.1,1008.6,4.0,8.0,23.9,21.1,No,2.0,1.28,47.95108695652174,1.79,0.223,0.9321739130434783
2116,15.4,23.7,0.0,8.8,13.1,WSW,37.0,W,SE,24.0,26.0,30.0,57.0,1012.9,1012.6,4.0,2.0,20.9,22.5,No,0.5,1.9,47.95108695652174,1.19,0.223,0.3865546218487395
2118,18.8,24.4,0.0,9.8,1.7,E,37.0,SE,E,26.0,26.0,70.0,63.0,1017.9,1016.9,7.0,7.0,20.8,22.1,No,1.0,0.9,47.95108695652174,1.31,0.223,0.31208053691275167
2120,19.1,23.8,0.0,7.8,7.0,SSW,48.0,S,SSE,30.0,30.0,76.0,73.0,1011.8,1010.9,7.0,6.0,20.8,21.8,No,0.86,0.96,47.95108695652174,1.52,0.223,0.6176470588235294
2121,18.3,26.2,0.0,6.4,4.4,ENE,50.0,SSW,ENE,11.0,33.0,74.0,48.0,1012.4,1009.1,7.0,2.0,20.6,26.1,No,0.29,0.65,47.95108695652174,1.0,0.223,0.2354948805460751
2122,18.7,30.9,0.0,7.4,8.1,NE,46.0,WNW,NE,13.0,22.0,62.0,46.0,1007.9,1005.2,7.0,7.0,22.8,26.3,No,1.0,0.74,47.95108695652174,0.96,0.223,0.2354948805460751
2126,21.8,32.4,1.4,7.6,2.9,S,70.0,NNE,E,19.0,19.0,71.0,57.0,1009.4,1005.5,7.0,7.0,26.6,29.3,Yes,1.0,0.8,47.95108695652174,1.19,0.223,0.3986013986013986
2127,20.0,24.8,10.0,7.0,0.0,SSW,39.0,SSW,NNE,13.0,11.0,85.0,84.0,1012.2,1010.5,8.0,8.0,21.2,23.6,Yes,1.0,0.99,47.95108695652174,1.75,0.223,0.8900523560209425
2135,27.5,37.5,0.0,13.4,2.5,W,59.0,NNW,WSW,30.0,37.0,18.0,17.0,1008.0,1007.4,7.0,7.0,34.2,34.6,No,1.0,0.94,47.95108695652174,0.35,0.223,0.5620915032679739
2136,16.5,18.9,4.2,8.8,0.0,SE,44.0,SSE,SE,26.0,24.0,96.0,79.0,1017.4,1017.5,8.0,8.0,16.9,18.3,Yes,1.0,0.82,47.95108695652174,1.65,0.223,0.64
2137,16.5,26.0,25.0,1.0,0.0,S,30.0,SSE,SW,20.0,11.0,94.0,94.0,1013.4,1009.4,8.0,8.0,18.3,18.9,Yes,1.0,1.0,47.95108695652174,1.96,0.223,0.8900523560209425
2148,21.3,26.8,0.0,11.2,6.0,NE,46.0,S,ESE,20.0,24.0,81.0,75.0,1014.7,1013.4,7.0,7.0,23.0,25.2,No,1.0,0.93,47.95108695652174,1.56,0.223,0.437125748502994
2152,22.6,26.3,0.2,8.2,4.8,S,39.0,S,SE,22.0,22.0,83.0,75.0,1003.9,1003.8,6.0,7.0,24.2,25.5,No,1.17,0.9,47.95108695652174,1.56,0.223,0.437125748502994
2153,5.9,11.1,8.6,1.2,0.0,WNW,39.0,SW,SW,15.0,17.0,95.0,74.0,1018.7,1021.4,8.0,8.0,7.1,10.4,Yes,1.0,0.78,49.82183908045977,1.49,0.27,0.3674698795180723
2154,7.0,12.3,0.2,0.0,0.0,W,28.0,N,WSW,9.0,13.0,89.0,81.0,1028.1,1026.4,8.0,7.0,8.3,11.8,No,0.88,0.91,49.82183908045977,1.63,0.27,0.334841628959276
2155,5.2,12.0,0.2,0.0,0.0,WSW,28.0,0,NW,0.0,17.0,99.0,84.0,1027.8,1024.8,7.0,4.0,8.4,11.6,No,0.57,0.85,49.82183908045977,1.69,0.27,0.5209580838323353
2156,5.2,12.4,0.0,2.0,0.0,ESE,20.0,ENE,ENE,9.0,13.0,94.0,67.0,1021.1,1016.3,8.0,7.0,7.6,11.2,No,0.88,0.71,49.82183908045977,1.34,0.27,0.22767857142857142
2157,7.6,10.2,3.4,1.8,0.0,WSW,33.0,E,ESE,15.0,7.0,93.0,93.0,1010.4,1007.6,8.0,8.0,8.0,9.8,Yes,1.0,1.0,49.82183908045977,1.87,0.27,0.8900523560209425
2158,8.0,14.9,10.8,0.4,0.0,WSW,44.0,WSW,WSW,13.0,30.0,89.0,69.0,1010.4,1009.8,7.0,8.0,8.8,14.2,Yes,1.14,0.78,49.82183908045977,1.38,0.27,0.3869047619047619
2160,9.0,12.0,11.8,2.6,0.0,SE,30.0,ESE,WSW,20.0,9.0,95.0,95.0,1022.0,1020.2,8.0,8.0,9.2,11.0,Yes,1.0,1.0,49.82183908045977,1.91,0.27,0.8900523560209425
2161,9.2,14.2,6.8,0.0,0.0,E,15.0,0,SSE,0.0,2.0,96.0,72.0,1024.9,1022.9,8.0,8.0,10.5,13.9,Yes,1.0,0.75,49.82183908045977,1.45,0.27,0.3674698795180723
2162,6.0,14.2,0.0,0.0,0.0,NNE,35.0,ENE,N,15.0,11.0,83.0,67.0,1023.8,1019.4,8.0,8.0,10.3,14.0,No,1.0,0.81,49.82183908045977,1.34,0.27,0.22767857142857142
2164,4.7,14.1,0.0,1.6,0.0,WNW,67.0,N,WNW,17.0,44.0,82.0,52.0,1010.0,1006.4,8.0,2.0,8.3,12.8,No,0.25,0.63,49.82183908045977,1.04,0.27,0.6691176470588235
2170,4.3,16.0,0.0,3.4,0.0,E,17.0,E,SE,11.0,7.0,83.0,75.0,1026.3,1023.1,0.0,8.0,8.9,15.4,No,0.0,0.9,49.82183908045977,1.51,0.27,0.334841628959276
2171,8.9,16.3,8.0,0.4,0.0,SSE,17.0,NE,SW,7.0,7.0,97.0,86.0,1022.8,1020.9,7.0,8.0,14.0,16.1,Yes,1.14,0.89,49.82183908045977,1.73,0.27,0.7237569060773481
2172,12.0,17.0,1.8,1.0,0.0,ENE,20.0,S,SSE,6.0,13.0,96.0,78.0,1020.7,1019.4,7.0,8.0,13.1,16.6,Yes,1.14,0.81,49.82183908045977,1.57,0.27,0.334841628959276
2173,7.4,16.2,0.0,0.6,0.0,ENE,20.0,E,E,9.0,9.0,90.0,88.0,1019.4,1015.8,8.0,8.0,11.0,15.0,No,1.0,0.98,49.82183908045977,1.77,0.27,0.6296296296296297
2174,10.4,19.9,9.0,1.0,0.0,W,65.0,NNW,WNW,26.0,33.0,93.0,84.0,1006.3,999.5,8.0,8.0,16.1,18.4,Yes,1.0,0.9,49.82183908045977,1.69,0.27,0.8609271523178808
2175,7.1,10.9,6.0,3.0,0.0,W,72.0,W,WSW,24.0,28.0,93.0,46.0,1006.8,1010.3,8.0,3.0,7.4,10.2,Yes,0.38,0.49,49.82183908045977,0.92,0.27,0.5294117647058824
2176,-1.1,10.4,0.2,0.0,0.0,WNW,41.0,ESE,NNE,2.0,17.0,82.0,81.0,1016.2,1011.7,0.0,8.0,3.8,8.2,No,0.0,0.99,49.82183908045977,1.63,0.27,0.5
2177,3.8,10.8,6.8,3.0,0.0,WNW,39.0,W,NW,20.0,26.0,82.0,83.0,1014.7,1013.8,8.0,3.0,7.8,10.1,Yes,0.38,1.01,49.82183908045977,1.67,0.27,0.640074211502783
2179,7.1,11.7,5.4,2.0,0.0,W,41.0,W,W,26.0,19.0,90.0,80.0,1014.3,1017.7,8.0,6.0,8.3,10.8,Yes,0.75,0.89,49.82183908045977,1.61,0.27,0.640074211502783
2180,3.2,10.5,1.0,1.0,0.0,W,20.0,W,WNW,7.0,11.0,93.0,79.0,1028.0,1026.6,8.0,8.0,6.6,9.4,No,1.0,0.85,49.82183908045977,1.59,0.27,0.334841628959276
2182,5.5,11.4,0.0,0.0,0.0,N,17.0,E,NNW,7.0,11.0,91.0,67.0,1025.0,1021.9,8.0,8.0,8.1,10.8,No,1.0,0.74,49.82183908045977,1.34,0.27,0.22767857142857142
2183,4.1,15.7,0.0,0.0,0.0,E,19.0,ENE,NW,9.0,6.0,89.0,67.0,1020.4,1017.6,7.0,1.0,7.8,14.1,No,0.14,0.75,49.82183908045977,1.34,0.27,0.2891566265060241
2184,7.8,11.9,1.0,1.8,0.0,NNW,17.0,E,N,7.0,11.0,92.0,92.0,1017.8,1014.0,8.0,8.0,10.5,11.3,No,1.0,1.0,49.82183908045977,1.85,0.27,0.8900523560209425
2185,8.2,12.2,17.0,1.6,0.0,SSE,59.0,SE,SSE,28.0,15.0,87.0,52.0,1014.4,1015.1,8.0,8.0,9.1,11.8,Yes,1.0,0.6,49.82183908045977,1.04,0.27,0.6853146853146853
2193,8.8,16.0,2.4,2.0,0.0,N,30.0,WNW,NW,9.0,19.0,85.0,48.0,1016.2,1014.4,8.0,1.0,12.0,15.2,Yes,0.12,0.56,49.82183908045977,0.96,0.27,0.22748815165876776
2200,9.3,17.5,0.0,2.2,0.0,WNW,26.0,ENE,NW,11.0,11.0,77.0,61.0,1025.3,1023.2,8.0,7.0,12.7,16.3,No,0.88,0.79,49.82183908045977,1.22,0.27,0.22767857142857142
2202,9.0,17.5,0.0,3.6,0.0,N,52.0,N,WNW,31.0,28.0,57.0,66.0,1014.4,1010.0,8.0,7.0,14.5,15.1,No,0.88,1.16,49.82183908045977,1.32,0.27,0.5362318840579711
2203,5.6,10.7,12.3,0.0,0.0,WNW,39.0,WNW,WNW,15.0,26.0,84.0,70.0,1017.2,1016.3,8.0,7.0,7.4,9.5,Yes,0.88,0.83,49.82183908045977,1.41,0.27,0.3869047619047619
2205,5.7,12.7,0.4,5.6,0.0,SSE,26.0,ESE,SSE,11.0,17.0,88.0,61.0,1016.8,1013.0,8.0,8.0,8.8,12.1,No,1.0,0.69,49.82183908045977,1.22,0.27,0.22767857142857142
2206,5.4,10.9,3.8,0.4,0.0,N,19.0,SE,S,7.0,4.0,99.0,76.0,1015.7,1015.1,8.0,1.0,6.8,10.7,Yes,0.12,0.77,49.82183908045977,1.53,0.27,0.640074211502783
2207,2.9,12.9,0.0,0.8,0.0,SE,22.0,E,SSW,9.0,11.0,85.0,83.0,1013.7,1009.7,8.0,8.0,8.3,11.6,No,1.0,0.98,49.82183908045977,1.67,0.27,0.7218543046357616
2208,4.2,11.3,9.2,1.2,0.0,WSW,35.0,NW,WNW,13.0,11.0,99.0,70.0,1013.6,1013.6,8.0,1.0,4.4,10.5,Yes,0.12,0.71,49.82183908045977,1.41,0.27,0.6138613861386139
2216,7.9,12.4,0.0,1.6,0.0,SE,41.0,ENE,SSE,6.0,15.0,81.0,91.0,1010.8,1004.1,8.0,8.0,10.7,12.2,No,1.0,1.12,49.82183908045977,1.83,0.27,0.87248322147651
2217,9.4,15.1,34.2,4.4,0.0,W,56.0,WSW,WSW,31.0,33.0,84.0,60.0,1003.8,1009.6,8.0,8.0,11.6,14.9,Yes,1.0,0.71,49.82183908045977,1.2,0.27,0.6853146853146853
2218,7.9,11.7,3.8,0.0,0.0,WNW,26.0,W,WNW,15.0,11.0,88.0,75.0,1024.4,1026.4,8.0,8.0,8.9,10.8,Yes,1.0,0.85,49.82183908045977,1.51,0.27,0.3674698795180723
2222,8.5,21.3,0.0,1.4,0.0,NNE,35.0,E,NNE,13.0,20.0,75.0,62.0,1027.5,1021.9,8.0,7.0,14.8,20.0,No,0.88,0.83,49.82183908045977,1.24,0.27,0.22767857142857142
2223,14.2,17.4,0.0,0.0,0.0,NNE,65.0,NNE,NNE,31.0,30.0,68.0,90.0,1015.7,1011.2,8.0,8.0,16.8,15.3,No,1.0,1.32,49.82183908045977,1.81,0.27,0.9321739130434783
2224,10.9,14.7,49.8,9.0,0.0,W,43.0,W,W,28.0,26.0,94.0,84.0,1013.6,1014.7,8.0,8.0,11.1,13.8,Yes,1.0,0.89,49.82183908045977,1.69,0.27,0.8609271523178808
2225,3.9,15.2,0.2,0.0,0.0,WNW,22.0,WNW,WNW,7.0,15.0,93.0,65.0,1021.3,1019.5,7.0,8.0,8.8,14.0,No,1.14,0.7,49.82183908045977,1.3,0.27,0.22767857142857142
2227,7.3,17.8,0.0,4.0,0.0,ENE,28.0,E,ENE,7.0,11.0,75.0,68.0,1020.5,1016.1,8.0,8.0,11.7,16.7,No,1.0,0.91,49.82183908045977,1.36,0.27,0.22767857142857142
2228,11.7,16.1,5.8,2.8,0.0,WNW,52.0,NNE,WNW,26.0,17.0,89.0,59.0,1010.4,1009.7,8.0,8.0,15.7,14.7,Yes,1.0,0.66,49.82183908045977,1.18,0.27,0.6853146853146853
2229,7.4,13.9,6.0,1.8,0.0,NNW,44.0,NNW,W,24.0,20.0,96.0,64.0,1009.7,1011.8,8.0,8.0,8.4,12.9,Yes,1.0,0.67,49.82183908045977,1.28,0.27,0.6138613861386139
2232,9.4,13.6,2.4,5.8,0.0,S,35.0,ENE,SE,15.0,22.0,88.0,96.0,1010.3,1003.3,8.0,8.0,11.9,12.7,Yes,1.0,1.09,49.82183908045977,1.93,0.27,0.8900523560209425
2234,5.2,15.3,0.0,1.6,0.0,ENE,30.0,ENE,NE,13.0,13.0,75.0,57.0,1018.3,1014.9,0.0,8.0,10.2,14.8,No,0.0,0.76,49.82183908045977,1.14,0.27,0.22767857142857142
2235,10.0,15.3,21.4,3.6,0.0,E,43.0,ENE,ENE,24.0,22.0,94.0,80.0,1008.7,1005.3,8.0,8.0,11.5,14.1,Yes,1.0,0.85,49.82183908045977,1.61,0.27,0.640074211502783
2236,7.9,16.6,2.0,0.6,0.0,SW,43.0,SW,WSW,26.0,24.0,77.0,67.0,1012.5,1011.8,8.0,8.0,11.7,15.1,Yes,1.0,0.87,49.82183908045977,1.34,0.27,0.3869047619047619
2239,11.3,17.2,0.0,5.0,0.0,W,43.0,WSW,WSW,6.0,28.0,92.0,60.0,1009.1,1009.7,8.0,3.0,11.9,16.1,No,0.38,0.65,49.82183908045977,1.2,0.27,0.36585365853658536
2242,2.9,18.5,0.0,4.0,0.0,ENE,41.0,E,NE,4.0,20.0,81.0,48.0,1014.8,1008.3,0.0,1.0,11.5,17.9,No,0.0,0.59,49.82183908045977,0.96,0.27,0.35514018691588783
2243,11.0,15.9,18.0,4.2,0.0,NNW,63.0,N,NNW,11.0,24.0,89.0,42.0,994.5,994.4,8.0,6.0,11.8,14.1,Yes,0.75,0.47,49.82183908045977,0.84,0.27,0.5357142857142857
2244,8.4,13.2,9.8,2.2,0.0,NW,63.0,NNW,W,31.0,28.0,92.0,72.0,994.8,997.0,8.0,8.0,9.3,12.3,Yes,1.0,0.78,49.82183908045977,1.45,0.27,0.8387096774193549
2245,8.8,14.8,22.9,0.0,0.0,W,43.0,WNW,WNW,26.0,19.0,87.0,80.0,1007.8,1008.8,8.0,8.0,11.1,12.6,Yes,1.0,0.92,49.82183908045977,1.61,0.27,0.640074211502783
2247,10.7,15.6,13.3,0.0,0.0,NW,57.0,WNW,NW,22.0,37.0,84.0,48.0,1002.0,1001.8,8.0,2.0,12.2,14.8,Yes,0.25,0.57,49.82183908045977,0.96,0.27,0.5357142857142857
2248,6.0,17.5,1.9,13.6,0.0,WSW,80.0,NNW,NW,17.0,35.0,83.0,58.0,1009.1,1003.6,8.0,8.0,9.5,16.6,Yes,1.0,0.7,49.82183908045977,1.16,0.27,0.6853146853146853
2253,9.9,20.8,0.0,0.0,0.0,E,41.0,NE,ENE,13.0,17.0,63.0,68.0,1019.8,1013.6,8.0,4.0,12.4,18.0,No,0.5,1.08,49.82183908045977,1.36,0.27,0.56
2254,11.4,11.8,0.0,13.6,0.0,WNW,61.0,SW,NNW,22.0,13.0,65.0,86.0,1013.0,1012.6,6.0,0.0,11.4,11.0,No,0.0,1.32,49.82183908045977,1.73,0.27,0.9321739130434783
2260,11.3,25.6,0.0,0.0,0.0,SW,61.0,NNW,N,20.0,24.0,58.0,41.0,1010.8,1005.4,0.0,1.0,16.8,24.5,No,0.0,0.71,49.82183908045977,0.82,0.27,0.5476190476190477
2261,9.6,17.5,11.0,5.356814357823893,0.0,W,46.0,SW,WSW,17.0,26.0,92.0,47.0,1008.3,1009.7,8.0,4.0,10.2,16.2,Yes,0.5,0.51,49.82183908045977,0.94,0.27,0.22748815165876776
2274,17.8,23.2,0.0,0.0,0.0,SW,59.0,NNW,NNE,22.0,15.0,64.0,78.0,1007.8,1005.3,8.0,8.0,21.2,20.9,No,1.0,1.22,49.82183908045977,1.57,0.27,0.8018018018018018
2283,12.5,24.5,0.0,8.2,0.0,WNW,24.0,SE,ESE,7.0,7.0,58.0,46.0,1006.5,1007.4,7.0,8.0,18.3,24.2,No,1.14,0.79,49.82183908045977,0.92,0.27,0.2354948805460751
2284,9.7,26.3,0.0,2.8,0.0,W,30.0,NW,WSW,6.0,15.0,74.0,36.0,1011.5,1007.0,1.0,1.0,18.3,24.7,No,1.0,0.49,49.82183908045977,0.72,0.27,0.35514018691588783
2286,10.9,18.5,0.0,0.0,0.0,W,59.0,WNW,NW,35.0,28.0,56.0,75.0,1000.6,998.8,8.0,7.0,16.1,13.9,Null,0.88,1.34,49.82183908045977,1.51,0.27,0.6176470588235294
2287,11.9,21.1,17.2,5.356814357823893,0.0,W,50.0,SW,W,20.0,15.0,79.0,50.0,1005.9,1007.4,8.0,0.0,13.2,19.1,Yes,0.0,0.63,49.82183908045977,1.0,0.27,0.6853146853146853
2291,15.4,33.7,0.0,0.0,0.0,WSW,50.0,NE,ENE,17.0,9.0,55.0,29.0,1018.0,1014.4,2.0,1.0,22.8,32.8,Null,0.5,0.53,49.82183908045977,0.58,0.27,0.3741496598639456
2292,18.1,36.2,2.0,5.356814357823893,0.0,N,48.0,E,NNW,13.0,26.0,56.0,14.0,1016.1,1011.7,7.0,1.0,23.4,34.9,Yes,0.14,0.25,49.82183908045977,0.28,0.27,0.3741496598639456
2294,15.8,21.1,0.0,9.8,0.0,WSW,54.0,SSW,WSW,9.0,28.0,68.0,44.0,1011.8,1010.5,7.0,2.0,17.1,20.3,No,0.29,0.65,49.82183908045977,0.88,0.27,0.2354948805460751
2306,21.4,34.5,0.0,5.356814357823893,0.0,WSW,59.0,NNW,W,2.0,20.0,42.0,28.0,1008.3,1007.8,5.0,4.0,28.5,33.5,No,0.8,0.67,49.82183908045977,0.56,0.27,0.5476190476190477
2307,19.4,24.3,4.2,8.2,0.0,W,35.0,W,W,15.0,24.0,85.0,38.0,1012.4,1011.1,8.0,8.0,21.4,23.2,Yes,1.0,0.45,49.82183908045977,0.76,0.27,0.22748815165876776
2309,12.5,33.3,0.0,7.2,0.0,W,70.0,E,WNW,11.0,43.0,30.0,29.0,1004.8,999.1,0.0,5.0,23.8,27.5,No,0.0,0.97,49.82183908045977,0.58,0.27,0.5476190476190477
2314,14.6,37.4,0.0,10.0,0.0,NW,76.0,E,WNW,11.0,31.0,34.0,11.0,1014.3,1009.4,0.0,0.0,25.1,36.3,No,0.0,0.32,49.82183908045977,0.22,0.27,0.2184873949579832
2323,20.6,34.6,0.0,9.0,0.0,E,63.0,N,WSW,17.0,15.0,53.0,25.0,1014.3,1010.7,4.0,0.0,25.2,32.8,No,0.0,0.47,49.82183908045977,0.5,0.27,0.5476190476190477
2331,6.0,20.0,2.2,1.0,0.0,NW,56.0,NW,NW,11.0,26.0,96.0,48.0,1012.8,1006.9,8.0,2.0,10.3,18.2,Yes,0.25,0.5,48.60126582278481,0.99,0.259,0.5357142857142857
2332,9.0,15.0,0.2,4.2,0.0,NW,91.0,NW,NW,50.0,54.0,52.0,53.0,1007.4,1004.5,0.0,4.0,12.7,14.3,No,0.0,1.02,48.60126582278481,1.09,0.259,0.6691176470588235
2333,11.8,17.4,2.0,0.0,0.0,SW,52.0,W,SW,19.0,28.0,92.0,89.0,1014.5,1015.2,8.0,8.0,14.0,15.4,Yes,1.0,0.97,48.60126582278481,1.83,0.259,0.7237569060773481
2334,12.1,14.8,9.4,0.0,0.0,W,26.0,W,SW,13.0,9.0,97.0,94.0,1019.4,1018.2,8.0,8.0,12.7,14.5,Yes,1.0,0.97,48.60126582278481,1.93,0.259,0.7237569060773481
2336,6.9,18.9,0.2,0.0,0.0,NW,26.0,NW,SE,19.0,11.0,88.0,69.0,1025.2,1021.4,0.0,5.0,11.5,17.7,No,0.0,0.78,48.60126582278481,1.42,0.259,0.2891566265060241
2342,4.5,17.9,0.0,0.0,0.0,SSE,26.0,NW,SSW,17.0,7.0,68.0,93.0,1032.9,1030.2,8.0,8.0,10.1,14.0,No,1.0,1.37,48.60126582278481,1.91,0.259,0.87248322147651
2343,10.1,17.6,1.4,0.0,0.0,SE,17.0,W,S,7.0,7.0,99.0,94.0,1030.8,1027.0,8.0,8.0,13.4,16.6,Yes,1.0,0.95,48.60126582278481,1.93,0.259,0.7237569060773481
2346,15.0,18.0,17.6,1.0,0.0,WSW,30.0,NNE,SW,9.0,13.0,97.0,95.0,1019.4,1017.5,6.0,8.0,17.5,16.9,Yes,1.33,0.98,48.60126582278481,1.95,0.259,0.8900523560209425
2347,14.0,19.0,11.2,1.6,0.0,WNW,22.0,NW,NNW,17.0,9.0,88.0,74.0,1019.8,1016.4,8.0,8.0,16.1,18.1,Yes,1.0,0.84,48.60126582278481,1.52,0.259,0.64
2348,10.0,26.0,0.0,0.2,0.0,NW,59.0,NW,NNW,20.0,24.0,88.0,46.0,1011.8,1004.2,0.0,8.0,15.1,25.8,No,0.0,0.52,48.60126582278481,0.95,0.259,0.5476190476190477
2359,9.0,19.0,0.0,2.6,0.0,SSE,59.0,WNW,S,7.0,28.0,71.0,63.0,1013.4,1012.6,8.0,8.0,13.5,17.7,No,1.0,0.89,48.60126582278481,1.3,0.259,0.56
2360,13.0,16.0,7.6,3.2,0.0,SSE,69.0,SE,SSE,41.0,37.0,67.0,52.0,1016.7,1015.5,8.0,8.0,14.5,16.5,Yes,1.0,0.78,48.60126582278481,1.07,0.259,0.3986013986013986
2361,11.0,17.0,5.2,4.6,0.0,SSE,72.0,SSE,SSE,35.0,31.0,76.0,71.0,1022.5,1023.7,8.0,8.0,13.6,14.3,Yes,1.0,0.93,48.60126582278481,1.46,0.259,0.7596899224806202
2362,9.0,14.0,4.8,4.6,0.0,SSE,52.0,WNW,SSW,19.0,9.0,92.0,92.0,1030.0,1027.7,8.0,8.0,10.9,13.2,Yes,1.0,1.0,48.60126582278481,1.89,0.259,0.9321739130434783
2363,9.2,13.6,10.4,0.0,0.0,WSW,28.0,WNW,WSW,15.0,15.0,95.0,94.0,1028.7,1026.8,8.0,8.0,11.5,13.0,Yes,1.0,0.99,48.60126582278481,1.93,0.259,0.8900523560209425
2364,8.7,17.2,4.8,0.0,0.0,W,30.0,NW,SE,15.0,13.0,99.0,63.0,1027.9,1024.7,8.0,4.0,10.0,15.7,Yes,0.5,0.64,48.60126582278481,1.3,0.259,0.22748815165876776
2379,3.0,13.0,0.0,10.4,0.0,WNW,26.0,NW,WNW,9.0,17.0,78.0,66.0,1017.2,1015.3,7.0,8.0,10.2,12.4,No,1.14,0.85,48.60126582278481,1.36,0.259,0.22767857142857142
2381,11.3,14.8,2.3,0.0,0.0,WSW,39.0,NW,W,13.0,7.0,96.0,81.0,1012.8,1006.7,8.0,8.0,11.8,14.7,Yes,1.0,0.84,48.60126582278481,1.67,0.259,0.640074211502783
2382,8.9,16.9,8.2,0.0,0.0,W,43.0,WNW,WSW,24.0,9.0,70.0,46.0,1010.1,1010.7,8.0,8.0,12.9,15.6,Yes,1.0,0.66,48.60126582278481,0.95,0.259,0.23722627737226276
2388,13.0,20.0,0.0,3.6,0.0,WNW,31.0,NNE,N,7.0,6.0,84.0,76.0,1020.9,1016.8,8.0,8.0,15.9,19.3,No,1.0,0.9,48.60126582278481,1.56,0.259,0.437125748502994
2390,15.0,17.8,8.0,2.0,0.0,0,0.0,0,SSE,0.0,4.0,97.0,0.0,1011.9,1005.6,8.0,0.0,15.4,16.4,Yes,0.0,0.0,48.60126582278481,0.0,0.259,0.5661375661375662
2391,15.1,20.1,5.0,0.0,0.0,0,0.0,0,WNW,0.0,57.0,59.0,42.0,1001.7,1006.4,0.0,0.0,17.4,18.7,Yes,0.0,0.71,48.60126582278481,0.86,0.259,0.23722627737226276
2398,12.5,21.4,2.2,0.0,0.0,NW,69.0,NW,NW,24.0,41.0,82.0,42.0,1015.4,1012.5,8.0,0.0,14.6,20.8,Yes,0.0,0.51,48.60126582278481,0.86,0.259,0.5357142857142857
2400,7.0,20.4,0.0,5.356814357823893,0.0,SSE,33.0,WNW,ESE,15.0,20.0,70.0,68.0,1021.2,1018.4,0.0,0.0,15.6,19.3,No,0.0,0.97,48.60126582278481,1.4,0.259,0.2891566265060241
2401,9.7,21.0,0.0,3.0,0.0,SE,22.0,NW,SE,13.0,17.0,91.0,74.0,1021.3,1017.8,8.0,1.0,15.4,19.4,No,0.12,0.81,48.60126582278481,1.52,0.259,0.334841628959276
2402,15.4,22.8,7.4,2.4,0.0,0,0.0,NNW,NW,13.0,17.0,94.0,71.0,1015.5,1010.1,8.0,7.0,17.1,22.3,Yes,0.88,0.76,48.60126582278481,1.46,0.259,0.23684210526315788
2406,13.5,17.7,0.0,0.0,0.0,WNW,74.0,WNW,ESE,11.0,13.0,75.0,83.0,1012.6,1004.8,7.0,8.0,15.3,15.8,No,1.14,1.11,48.60126582278481,1.71,0.259,0.8018018018018018
2407,13.0,21.8,14.4,5.356814357823893,0.0,WNW,80.0,WNW,NW,37.0,33.0,61.0,46.0,1009.3,1008.2,0.0,0.0,17.5,21.1,Yes,0.0,0.75,48.60126582278481,0.95,0.259,0.3741496598639456
2409,12.2,20.3,0.6,3.6,0.0,0,0.0,N,SSE,7.0,11.0,90.0,83.0,1013.9,1007.9,8.0,7.0,13.5,16.9,No,0.88,0.92,48.60126582278481,1.71,0.259,0.7218543046357616
